,date,follower_count,retweet_count,tweet,tweet_id,user_id,location,alt_location,is_retweet
1388,2018-11-16,174,0,"So like... how many conversations have Musk &amp; Bezos had about this, and how much did they laugh at all of the HQ2 b https://t.co/6z1nuYtaTF",1063287328213528576,273720844,,,False
1389,2018-11-16,56384,0,"From Mike's Blog!:

Amazon HQ2 headed to NYC and Arlington, VA

https://t.co/mc00JlXXui

#AmazonHQ2 https://t.co/834BbdSxYH",1063547029106892801,69080196,nyc,Arlington,False
1390,2018-11-16,113,0,"@taherehGran  Amazon headquarter could be my superhero!
Arlington VA won half of the 2nd Amazon Headquarter 2 #AmazonHQ2 days ago!",1063542637184122880,768888000,Arlington,,False
1391,2018-11-16,642,1,"Did you know Amazon didn't create National Landing? 
#CrystalCity #NationalLanding #Amazon #AmazonHQ2 #HQ2 https://t.co/9bNYiL2RN0",1063503979907289088,373032873,,,False
1392,2018-11-16,27939,2,"RT @AndrewGiambrone: on @kojoshow, Arlington County Board Chair Katie Cristol says she recognizes that the new, unofficial National Landin",1063482357049638912,14848798,Arlington,,True
1393,2018-11-16,4127,2,"on @kojoshow, Arlington County Board Chair Katie Cristol says she recognizes that the new, unofficial National Lan https://t.co/ErqrRK8EA0",1063482187872382978,1907861946,Arlington,,False
1394,2018-11-16,91,0,"AMAZON EMPLOYEES: Relocating to National Landing? We can help!

Connect with us here: https://t.co/lqn5Ktw4by https://t.co/U2YwFz9MRz",1063471209655033856,3124830801,,,False
1395,2018-11-16,91,0,"AMAZON EMPLOYEES: Relocating to National Landing? We can help! 

Connect with us here: https://t.co/lqn5Ktw4by https://t.co/GPKznXNUVC",1063467249070219264,3124830801,,,False
1396,2018-11-16,227,0,@Amazon can help address Arlington homelessness and affordable housing by working with @Bridges2Indep #AmazonHQ2 https://t.co/WAhkZ4SL7S,1063449130763206656,939675499,Arlington,,False
1397,2018-11-16,209,0,National Landing: Your Friends Still Wont Visit You In Arlington #AmazonHQ2  https://t.co/L5HRDW0aT7,1063443231353028609,268230806,Arlington,,False
1398,2018-11-16,529,205,"RT @ScottPresler: Anyone who lives in Northern Virginia knows the struggle of an already highly congested area.

I hate to say it, but Amaz",1063293763634683904,863570247114145793,Virginia,,True
1399,2018-11-16,113,0,@taherehGran @UTAcappa @utarlington Arlington of AmazonHQ2/2?!,1063255228340944897,768888000,Arlington,,False
1428,2018-11-16,608,0,"How Amazon landed up to $2 billion in subsidies for its new headquarters

Secret bids led to massive tax breaks for https://t.co/Zsn9y2q5ku",1063511297319288832,131074139,,,False
1373,2018-11-16,1229,1,"RT @KeriShullTeam: Did you know Amazon didn't create National Landing? 
#CrystalCity #NationalLanding #Amazon #AmazonHQ2 #HQ2 #Arlington",1063537105870180357,16589347,Arlington,,True
1160,2018-11-16,217845,0,Dallas' most ridiculous promises to win #AmazonHQ2. https://t.co/uXe55kqdp1,1063220102399750145,16713771,Dallas,,False
1371,2018-11-16,359,9,"RT @OpenSecretsDC: Prior to announcing the decision to move to the DC area, Amazon ramped up its federal lobbying efforts
https://t.co/U6TW",1063547592557150209,1372927616,dc,,True
1357,2018-11-16,247,9,"RT @TheBeaverton: News of winning new Amazon HQ probably just stuck in mail strike, Toronto mayor hopes #AmazonHQ2",1063267770337583104,3187125694,Toronto,,True
1344,2018-11-16,563,1,RT @ProgressivePgh: The amount of money local and state officials were willing to throw at Jeff Bezos for #AmazonHQ2 is SICKENING when cons,1063528148858544129,857062476961251328,,,True
1370,2018-11-16,312,9,"RT @OpenSecretsDC: Prior to announcing the decision to move to the DC area, Amazon ramped up its federal lobbying efforts
https://t.co/U6TW",1063547819338973184,1194355411,dc,,True
1345,2018-11-16,987,1,The amount of money local and state officials were willing to throw at Jeff Bezos for #AmazonHQ2 is SICKENING when https://t.co/sI5wsldUZA,1063527835237785601,2189460066,,,False
1347,2018-11-16,321,0,#Pittsburgh Dodged the #Amazon BulletWe should be relieved that the tech giant opted not to move in.  [#AmazonHQ2 https://t.co/saI0klKiRh,1063462583066349570,409465861,Pittsburgh,,False
1348,2018-11-16,101,0,"$7 billion in incentives from New Jersey and Over $4 billion for Pittsburghs, no hq. NY offers at least $1.2 billi https://t.co/WdG6b1KpSf",1063236068491829248,1671597127,Pittsburgh,,False
1349,2018-11-16,958,1,RT @MissAdVANture: Toronto still a winner despite #AmazonHQ2 loss - my latest via @DailyHiveTO  https://t.co/hYq71d2qPy,1063475983263522821,19837148,Toronto,,True
1350,2018-11-16,715,9,"RT @TheBeaverton: News of winning new Amazon HQ probably just stuck in mail strike, Toronto mayor hopes #AmazonHQ2",1063421941791449088,49081196,Toronto,,True
1351,2018-11-16,717,0,"And of course @MichaelDFarren nails it, proving Toronto was correct. #AmazonHQ2 https://t.co/5UHojV3Tsb",1063417890492346368,248109607,Toronto,,False
1352,2018-11-16,5330,9,"RT @TheBeaverton: News of winning new Amazon HQ probably just stuck in mail strike, Toronto mayor hopes #AmazonHQ2",1063302856411729920,175956364,Toronto,,True
1353,2018-11-16,1231,9,"RT @TheBeaverton: News of winning new Amazon HQ probably just stuck in mail strike, Toronto mayor hopes #AmazonHQ2",1063279873983172609,274281129,Toronto,,True
1354,2018-11-16,221,3,RT @frankscarpitti: There is no shortage of talent here for IT companies; the fact we didnt get the big prize isnt a complete disappointm,1063274918383517696,18805723,,,True
1355,2018-11-16,69,9,"RT @TheBeaverton: News of winning new Amazon HQ probably just stuck in mail strike, Toronto mayor hopes #AmazonHQ2",1063271522125717504,504882186,Toronto,,True
1356,2018-11-16,1398,9,"RT @TheBeaverton: News of winning new Amazon HQ probably just stuck in mail strike, Toronto mayor hopes #AmazonHQ2",1063268476058447872,15219830,Toronto,,True
1346,2018-11-16,321,0,See what #Pittsburgh offered in its failed #Amazon #HQ2 bid   #AmazonHQ2 &amp; the #capitalistHungerGames  https://t.co/WrbL7v8wJr,1063463831471566854,409465861,Pittsburgh,,False
1358,2018-11-16,1341,9,"RT @TheBeaverton: News of winning new Amazon HQ probably just stuck in mail strike, Toronto mayor hopes #AmazonHQ2",1063266739021119488,46483500,Toronto,,True
1359,2018-11-16,5609,9,"RT @TheBeaverton: News of winning new Amazon HQ probably just stuck in mail strike, Toronto mayor hopes #AmazonHQ2",1063263770179321856,2680411430,Toronto,,True
1360,2018-11-16,917,9,"RT @TheBeaverton: News of winning new Amazon HQ probably just stuck in mail strike, Toronto mayor hopes #AmazonHQ2",1063263367505301510,444307849,Toronto,,True
1361,2018-11-16,38495,9,"News of winning new Amazon HQ probably just stuck in mail strike, Toronto mayor hopes #AmazonHQ2",1063262942773329920,149282848,Toronto,,False
1364,2018-11-16,242,0,"NYDC

 -  https://t.co/P7pdG5hiUm #",1063573336154755072,956219277844955136,dc,,False
1365,2018-11-16,188,0,"Amazon didn't come up with the name National Landing? 
#CrystalCity #NationalLanding #Amazon #AmazonHQ2 #HQ2 https://t.co/Jv8DIHig2m",1063565885137436672,3004110003,,,False
1366,2018-11-16,42,9,"RT @OpenSecretsDC: Prior to announcing the decision to move to the DC area, Amazon ramped up its federal lobbying efforts
https://t.co/U6TW",1063560002282041344,4831705953,dc,,True
1367,2018-11-16,615,9,"RT @OpenSecretsDC: Prior to announcing the decision to move to the DC area, Amazon ramped up its federal lobbying efforts
https://t.co/U6TW",1063549518015270912,368560144,dc,,True
1368,2018-11-16,1420,9,"RT @OpenSecretsDC: Prior to announcing the decision to move to the DC area, Amazon ramped up its federal lobbying efforts
https://t.co/U6TW",1063548774172319744,358892210,dc,,True
1369,2018-11-16,3072,9,"RT @OpenSecretsDC: Prior to announcing the decision to move to the DC area, Amazon ramped up its federal lobbying efforts
https://t.co/U6TW",1063548495934644226,22822556,dc,,True
1220,2018-11-15,2029,0,WHAT?! VERY glad that Philadelphia didn't get #AmazonHQ2! And we should know these giveaways are being proposed at https://t.co/zXn6F8UCQu,1063081001704939520,8052842,Philadelphia,,False
1204,2018-11-15,1787,204,"RT @ScottPresler: Anyone who lives in Northern Virginia knows the struggle of an already highly congested area.

I hate to say it, but Amaz",1063204886307790849,836408961305837568,Virginia,,True
1203,2018-11-15,441,465,"RT @virginia_tech: HISTORIC DAY: Amazon has chosen Virginia as the #AmazonHQ2 destination, thanks to plans for a revolutionary, #VirginiaTe",1063204899222110209,44531016,Virginia,,True
1202,2018-11-15,35562,1,RT @BostonReview: Will #Amazon take over the world? Most probablyit's taking over #LongIsland and #Virginia at the very least. #AmazonHQ2,1063216343409991680,36969470,Boston,Virginia,True
1201,2018-11-15,294,1,"RT @emh434: Living in Charlottesville, I wish my representatives @deltoscano &amp; @CreighDeeds would: 1) Introduce legislation against Corpora",1063219876746141698,3335525433,,,True
1200,2018-11-15,0,0,"https://t.co/FVVQhl0hNC

#JohnCoplen #LongAndFoster #ChristiesInternationRealEstate #ForTheLoveOfHome #LNFLogan https://t.co/ORS0C4LZoB",1063220050985930752,1062826136584052741,,,False
1195,2018-11-15,427,15,"RT @DemSocNow: This country needs some serious housing reform, and with #AmazonHQ2 coming to Queens, it's more urgent than ever. With New Y",1063212803442511872,1180579062,,,True
1198,2018-11-15,197983,15,"RT @DemSocNow: This country needs some serious housing reform, and with #AmazonHQ2 coming to Queens, it's more urgent than ever. With New Y",1063212617395830784,335972576,,,True
1197,2018-11-15,171,15,"RT @DemSocNow: This country needs some serious housing reform, and with #AmazonHQ2 coming to Queens, it's more urgent than ever. With New Y",1063212652317589508,824986836544212992,,,True
1196,2018-11-15,22839,15,"RT @DemSocNow: This country needs some serious housing reform, and with #AmazonHQ2 coming to Queens, it's more urgent than ever. With New Y",1063212717106958336,2977725884,,,True
1206,2018-11-15,2040,1,Amazon arrival spurs Virginia Tech to build technology campus in Northern Virginia #education #AmazonHQ2 - https://t.co/2rFfylk5h9,1063202526101757952,395057602,Virginia,,False
1194,2018-11-15,4482,1,"RT @mkrupit: Well, two days in a row. Any press is good press, right? @PHLBizJournal, I guess payback for my Sherlock comment :-) As @PHLBi",1063213737375604737,72732822,,,True
1205,2018-11-15,12848,1,RT @NCSSSMST: Amazon arrival spurs Virginia Tech to build technology campus in Northern Virginia #education #AmazonHQ2 - https://t.co/acK6E,1063202548209934336,2606940668,Virginia,,True
1219,2018-11-15,7596,2,"There is no stopping Philadelphia, IBX CEO Dan Hilferty said on behalf of the #Philly business community. Dan joi https://t.co/goPATqz0Yp",1063090889705295872,34371172,Philadelphia,,False
1207,2018-11-15,672,0,"""The Crystal City Cyclone"" #AmazonHQ2 #transit #plan #crystalcity #arlington #virginia #rollercoaster https://t.co/YLbyR72vXc",1063194159492796416,354614829,Virginia,Arlington,False
1208,2018-11-15,4161,0,"@WSJ We welcome #AmazonHQ2 to its new offices in #CrystalCity, Virginia--and invite its employees on the highest-ra https://t.co/PckFcDZpGz",1063193157528109058,365589006,Virginia,,False
1209,2018-11-15,4161,0,"@PhilipRucker We welcome #AmazonHQ2 to its new offices in #CrystalCity, Virginia--and invite its employees on the h https://t.co/aVb9ggE2BD",1063192939235545088,365589006,Virginia,,False
1210,2018-11-15,4161,0,"We welcome #AmazonHQ2 to its new offices in #CrystalCity, Virginia--and invite its employees on the highest-rated t https://t.co/K8lUhv1KP9",1063192707160526848,365589006,Virginia,,False
1217,2018-11-15,2390,2,"RT @IBX: There is no stopping Philadelphia, IBX CEO Dan Hilferty said on behalf of the #Philly business community. Dan joined @PhillyMayo",1063093428442009601,245504612,Philadelphia,,True
1211,2018-11-15,548,1,RT @MyronLev: The imbalance of power in the Amazon HQ2 contract.  Virginia is obligated to provide its subsidies through 2042--more than 20,1063189246964613120,14594431,Virginia,,True
1212,2018-11-15,922,0,"#AmazonHQ2 will cost taxpayers at least $4.6 billion, more than twice what the company claimed, new study shows https://t.co/RWaMCmaIvH",1063182664243523590,16797866,,,False
1213,2018-11-15,2164,1,"RT @campusphilly: ""The #AmazonHQ2 process was an opportunity for our city &amp; regional stakeholders to realize &amp; embrace our regional assets,",1063192691855495174,17592291,,,True
1214,2018-11-15,16887,0,I dont think its a surprise...I think it would have been a bigger surprise if they had gone almost anywhere else https://t.co/5mTNsk8PGd,1063189146666061824,19730331,,,False
1215,2018-11-15,8733,0,"SANITY RESTORED: Check out my latest for @PhillyMag beg the question of ""Now that#AmazonHQ2 has decided to spliti https://t.co/iQF9f7vuo0",1063144393937444866,716688050,,,False
1216,2018-11-15,10798,1,"""The #AmazonHQ2 process was an opportunity for our city &amp; regional stakeholders to realize &amp; embrace our regional a https://t.co/nW7XqUVu6A",1063106782913011712,36193867,,,False
1192,2018-11-15,2843,15,"RT @DemSocNow: This country needs some serious housing reform, and with #AmazonHQ2 coming to Queens, it's more urgent than ever. With New Y",1063216549568352256,38423569,,,True
1218,2018-11-15,4048,2,"RT @IBX: There is no stopping Philadelphia, IBX CEO Dan Hilferty said on behalf of the #Philly business community. Dan joined @PhillyMayo",1063093195834384384,2239734750,Philadelphia,,True
1193,2018-11-15,402,15,"RT @DemSocNow: This country needs some serious housing reform, and with #AmazonHQ2 coming to Queens, it's more urgent than ever. With New Y",1063216376230408195,37466229,,,True
1180,2018-11-15,32,7,RT @iTrucker_: Amazon to build supply chain hub in Nashville https://t.co/wGxV1dJ8cA  #amazon #AmazonHQ2 #SupplyChain #Delivery #iTrucker @,1062867487560290304,999782022729142272,Nashville,,True
1191,2018-11-15,5105,15,"RT @DemSocNow: This country needs some serious housing reform, and with #AmazonHQ2 coming to Queens, it's more urgent than ever. With New Y",1063217914583621638,16260659,,,True
1190,2018-11-15,2900,15,"RT @DemSocNow: This country needs some serious housing reform, and with #AmazonHQ2 coming to Queens, it's more urgent than ever. With New Y",1063218448379998208,83871133,,,True
1163,2018-11-15,1585,4,"RT @mercatus: Subsidies didnt matter for #Amazon. Virginia and New York could have gotten away without offering any direct subsidies."" #A",1062878863263440896,464486170,New York,Virginia,True
1164,2018-11-15,842,5,"RT @mollygmartin: When #AmazonHQ2 announced it wasnt coming to #Indy/Midwest, it was on the heels of a years worth of rumblings that wed",1063200942298988544,2188918896,,,True
1165,2018-11-15,2555,0,"""But dont blame Indianapolis failure to land the coveted #AmazonHQ2 economic development deal on a shallow tale https://t.co/xtN6qpPkZn",1063147174345748483,41267981,Indianapolis,,False
1166,2018-11-15,16035,5,"RT @mollygmartin: When #AmazonHQ2 announced it wasnt coming to #Indy/Midwest, it was on the heels of a years worth of rumblings that wed",1063140947528179713,813772855586471937,,,True
1167,2018-11-15,884,5,"RT @mollygmartin: When #AmazonHQ2 announced it wasnt coming to #Indy/Midwest, it was on the heels of a years worth of rumblings that wed",1063139379898695683,14851173,,,True
1168,2018-11-15,2565,5,"RT @mollygmartin: When #AmazonHQ2 announced it wasnt coming to #Indy/Midwest, it was on the heels of a years worth of rumblings that wed",1063128943480451079,14177433,,,True
1169,2018-11-15,43763,5,"RT @mollygmartin: When #AmazonHQ2 announced it wasnt coming to #Indy/Midwest, it was on the heels of a years worth of rumblings that wed",1063119806503809029,7091082,,,True
1170,2018-11-15,2075,5,"When #AmazonHQ2 announced it wasnt coming to #Indy/Midwest, it was on the heels of a years worth of rumblings tha https://t.co/YT6ZnKm9VF",1063117510327914496,24942624,,,False
1171,2018-11-15,4735,0,"#Indiana and #Indianapolis peeps: do you have a positive, negative, or neutral sentiment surrounding @amazon's deci https://t.co/4SVW1LK6o3",1062873606781370368,89292438,Indianapolis,,False
1172,2018-11-15,11613,1,RT @FloridaEDC: #Miami wont be the site of #AmazonHQ2. Next focus: Amazon HQ-LatAm - https://t.co/iFnWtXbzgx https://t.co/e6WqrEkDGD,1063062159456956418,719587824660516866,Miami,dc,True
1173,2018-11-15,1235,0,"on the heels of the #AmazonHQ2 news, @GovernorVA announces a new #EconDev deal that simultaneously brings 800+ https://t.co/OMmwAWRZj1",1063115555106942976,14896173,,,False
1174,2018-11-15,373,0,Will #Amazon's new #HQ have an impact on #healthcare? Among the big health systems w/ presence in that area is https://t.co/zifaOdzLAS,1063129537393901568,15931738,,,False
1175,2018-11-15,620,2,"RT @SupplyChainDive: VA and NY are getting all the ink, but in Nashville where it will build a new supply chain hub, Amazon will join giant",1062979713289744384,953684951798460417,Nashville,,True
1176,2018-11-15,73,2,"RT @SupplyChainDive: VA and NY are getting all the ink, but in Nashville where it will build a new supply chain hub, Amazon will join giant",1062884278751686656,1043696673703247872,Nashville,,True
1177,2018-11-15,2725,2,"VA and NY are getting all the ink, but in Nashville where it will build a new supply chain hub, Amazon will join gi https://t.co/57rdQQmofP",1062873324274024448,760164753792757760,Nashville,,False
1178,2018-11-15,32,7,RT @iTrucker_: Amazon to build supply chain hub in Nashville https://t.co/wGxV1dJ8cA  #amazon #AmazonHQ2 #SupplyChain #Delivery #iTrucker @,1062867719891116032,1008573907752968193,Nashville,,True
1179,2018-11-15,61,7,RT @iTrucker_: Amazon to build supply chain hub in Nashville https://t.co/wGxV1dJ8cA  #amazon #AmazonHQ2 #SupplyChain #Delivery #iTrucker @,1062867613569728512,995085565962915841,Nashville,,True
1222,2018-11-15,3,6,RT @PittsburghPG: New info in the #AmazonHQ2 decision: Pennsylvania offered up to $4.6 billion to Amazon for HQ2 between Pittsburgh and Phi,1062880110385205250,969786933563023360,Pittsburgh,,True
1181,2018-11-15,46,7,RT @iTrucker_: Amazon to build supply chain hub in Nashville https://t.co/wGxV1dJ8cA  #amazon #AmazonHQ2 #SupplyChain #Delivery #iTrucker @,1062867342546362368,997397544538902528,Nashville,,True
1182,2018-11-15,37,7,RT @iTrucker_: Amazon to build supply chain hub in Nashville https://t.co/wGxV1dJ8cA  #amazon #AmazonHQ2 #SupplyChain #Delivery #iTrucker @,1062867040887848961,996842665756057602,Nashville,,True
1183,2018-11-15,85,0,I totally agree. I wish @amazon had chosen #Newark instead. Newark is only a train/bus ride away from NY. @BrianLehrer  #AmazonHQ2,1063096118580404225,997160229123997696,Newark,,False
1429,2018-11-15,608,1,"RT @DuckTalesW00H00: How Amazon landed up to $2 billion in subsidies for its new headquarters

Secret bids led to massive tax breaks for th",1063152047954882560,131074139,,,True
1343,2018-11-15,218,1,"WTFPHILLY? Philadelphia officials spent an estimated $545,000 on research, marketing, and ads during its HQ2 propo https://t.co/A8zU0jtUNw",1063132601056026626,852620792407900160,Philadelphia,,False
1186,2018-11-15,1664,1,RT @michaeldklett: @thehill The Amazon move will create thousands of jobs for New Yorkers across the income spectrum. Other companies will,1063219885743005697,897771642742558720,New York,,True
1187,2018-11-15,49,15,"RT @DemSocNow: This country needs some serious housing reform, and with #AmazonHQ2 coming to Queens, it's more urgent than ever. With New Y",1063219374159552512,1578150570,,,True
1188,2018-11-15,70,39,RT @WIRED: #AmazonHQ2's search is over. And New York and Virginia are the big winners for Amazon's new locations. New York will hand out ov,1063218965621731334,2619258180,New York,Virginia,True
1189,2018-11-15,164,15,"RT @DemSocNow: This country needs some serious housing reform, and with #AmazonHQ2 coming to Queens, it's more urgent than ever. With New Y",1063218544144470018,586026711,,,True
1221,2018-11-15,3130,1,"Well, two days in a row. Any press is good press, right? @PHLBizJournal, I guess payback for my Sherlock comment :- https://t.co/ZjrmkDDARd",1063071162505314305,15690458,,,False
1235,2018-11-15,3157,0,"This was a very positive thing for Pittsburgh, says @ACE_Fitzgerald. We made the national publications across th https://t.co/fgeEkn2oMu",1063092061656805376,14232085,Pittsburgh,,False
1223,2018-11-15,174,0,"I'm so glad #AmazonHQ2 isn't coming to Pittsburgh

Cities offering up millions, billions trying to court them,

Lik https://t.co/jSvr7HLgpU",1063205759884951552,2539288859,Pittsburgh,,False
1255,2018-11-15,439,77,"RT @jwjnational: Housing costs in the New York City and Washington, D.C. metro areas are already out of control, putting homes and apartmen",1063202829987389447,1046559217,New York,D.C.,True
1257,2018-11-15,5194,0,From @AirPhotosLive: What the top floors of the #AmazonHQ2 campus may see of the DC skyline..... https://t.co/I95jsHaTdA,1063189956523364352,18978447,dc,,False
1258,2018-11-15,942,77,"RT @jwjnational: Housing costs in the New York City and Washington, D.C. metro areas are already out of control, putting homes and apartmen",1063182010728869888,399791922,New York,D.C.,True
1259,2018-11-15,195,77,"RT @jwjnational: Housing costs in the New York City and Washington, D.C. metro areas are already out of control, putting homes and apartmen",1063180147937984512,777688888064303104,New York,D.C.,True
1260,2018-11-15,661,1,RT @GravyAnalytics: The impact #Amazon will bring to #DC is more than just an influx of #jobs and investments we have some of the brightes,1063179980341940224,296602153,dc,,True
1261,2018-11-15,318,77,"RT @jwjnational: Housing costs in the New York City and Washington, D.C. metro areas are already out of control, putting homes and apartmen",1063178258290786304,844495550,New York,D.C.,True
1262,2018-11-15,2919,1,The impact #Amazon will bring to #DC is more than just an influx of #jobs and investments we have some of the brig https://t.co/Mim3P7vigq,1063177329055277056,291194134,dc,,False
1263,2018-11-15,2062,77,"RT @jwjnational: Housing costs in the New York City and Washington, D.C. metro areas are already out of control, putting homes and apartmen",1063170499398664192,2500036429,New York,D.C.,True
1264,2018-11-15,1762,77,"RT @jwjnational: Housing costs in the New York City and Washington, D.C. metro areas are already out of control, putting homes and apartmen",1063152015151370240,204029477,New York,D.C.,True
1265,2018-11-15,8669,77,"RT @jwjnational: Housing costs in the New York City and Washington, D.C. metro areas are already out of control, putting homes and apartmen",1063147840682319872,4743222288,New York,D.C.,True
1266,2018-11-15,5337,77,"RT @jwjnational: Housing costs in the New York City and Washington, D.C. metro areas are already out of control, putting homes and apartmen",1063146236335792131,705534631559303168,New York,D.C.,True
1267,2018-11-15,2438,77,"RT @jwjnational: Housing costs in the New York City and Washington, D.C. metro areas are already out of control, putting homes and apartmen",1063143595455074304,330759494,New York,D.C.,True
1268,2018-11-15,1947,77,"RT @jwjnational: Housing costs in the New York City and Washington, D.C. metro areas are already out of control, putting homes and apartmen",1063143385525940224,235708122,New York,D.C.,True
1269,2018-11-15,1739,1,"RT @WhyBlitz: I talked to @ArlingtonVA County Board Chair @kcristol for a #hyperlocal take on what actual, real-life Arlingtonians should e",1063177416212967426,39255167,Arlington,,True
1270,2018-11-15,5835,204,"RT @ScottPresler: Anyone who lives in Northern Virginia knows the struggle of an already highly congested area.

I hate to say it, but Amaz",1063176507781234688,838174727143317505,Virginia,,True
1271,2018-11-15,30,0,@Amazon can help address Arlington homelessness and affordable housing by working with @Bridges2Indep #AmazonHQ2 https://t.co/i2yZjp06Qg,1063174533182603264,791708802911461377,Arlington,,False
1272,2018-11-15,6348,1,"RT @ArlingtonMag: What the #AmazonHQ2 move means for #ArlingtonVA housing, schools, transit and the county budget: 9 questions with #Arling",1063153784409473025,280837358,Arlington,,True
1273,2018-11-15,4658,1,"What the #AmazonHQ2 move means for #ArlingtonVA housing, schools, transit and the county budget: 9 questions with https://t.co/K6rx2OlloK",1063153365708926976,769978164,Arlington,,False
1274,2018-11-15,641,0,"Moving To Arlington, VA? Learn More Here! #HQ2 #AmazonHQ2 #Amazon #Arlington #NationalLanding #CrystalCity https://t.co/P8CdqedlTI",1063147633424900097,373032873,Arlington,,False
1275,2018-11-15,1005,1,"I talked to @ArlingtonVA County Board Chair @kcristol for a #hyperlocal take on what actual, real-life Arlingtonian https://t.co/mZYjbUnd3x",1063133337328459777,18915938,Arlington,,False
1276,2018-11-15,641,0,Here's a full outline of how Amazon's arrival is going to be changing transportation in National Landing/Crystal Ci https://t.co/ci9VafyhW5,1063124486906634242,373032873,,,False
1277,2018-11-15,55,24,"RT @adayinhiscourt: It's official, a 2,000 square foot house in Arlington will now cost $2 million instead of $1 million. Thanks, @amazon.",1063121159145840640,794938289778262017,Arlington,,True
1278,2018-11-15,316,0,Affordable housing in Arlington has been drastically reduced -- new development of market-priced housing is outpaci https://t.co/xHRHtdhg9X,1063121011120488450,984053524228165633,Arlington,,False
1279,2018-11-15,183,3,RT @WTOP: Commuters beware: New York and Washingtons clogged streets and creaky subway systems are about to feel more pain with #AmazonHQ2,1063099507762757637,116073208,New York,,True
1291,2018-11-15,218,0,"! Chicago attempted to appeal personally to CEO Jeff Bezos, a Star Trek fan, by enlisting actor William Shatner, w https://t.co/HmRYVhBpst",1063131663281111047,852620792407900160,Chicago,,False
1296,2018-11-15,218,0,"WTFOHIO ?!?!??!

#corporatewelfare #taxevasion #subsidy #hq2 #AmazonHQ2 #Columbus https://t.co/wrrdePHU4c",1063091015404314624,852620792407900160,Columbus,,False
1162,2018-11-15,7151,3,"RT @Dallas_Observer: Dallas didn't clinch the big #AmazonHQ2, but we will be home to a sizeable distribution center. 
https://t.co/kv0P27lJ",1062899487138631680,56227000,Dallas,,True
1312,2018-11-15,218,0,Oh god the groveling continues - from the LOSERS. We should take a moment to feel proud that Newark was considered https://t.co/ewcRMW2Jxq,1062902180850483201,852620792407900160,Newark,,False
1256,2018-11-15,1720,0,Follow some of the @Amazon Executives: @JeffBezos @Gillatas1 @jeffbarr @Werner @ajassy @herdener @davehclark https://t.co/e09qFirX2v,1063202569563107329,304339867,,,False
1254,2018-11-15,749,0,"Corruption Behind Amazon HQ 2 Decision https://t.co/8pE54wrCjY ~9min @AnyaParampil with Kevin Gustafson, organize https://t.co/Ga3l9llTuD",1063210437368573957,18869909,,,False
1224,2018-11-15,1620,0,What can #cities that werent selected do with their #AmazonHQ2 energy? Lots! @IanDon #Pittsburgh @citiesforpeople https://t.co/cj9TSLb4D3,1063198732559294464,1891640364,Pittsburgh,,False
1253,2018-11-15,3135,2,Shame on every city that doesn't release its #AmazonHQ2 incentive package. Tax payers have a right to know how thei https://t.co/hK0erSujph,1062884309428854789,30078506,,,False
1225,2018-11-15,2032,2,"RT @JessJPedersen: Hey #Pittsburgh, #AmazonHQ2 may have bypassed our city, but @re2robotics selected our awesome city for its HQ years ago.",1063198313506369547,322036307,Pittsburgh,,True
1226,2018-11-15,3444,0,NO! We don't have enough #BikeLanes #Alexa @amazon @AmazonHelp #AmazonHQ2 #BikeLove #PittsburghLove #Pittsburgh https://t.co/oFxJUtlsKa,1063162528170151937,56442274,Pittsburgh,,False
1227,2018-11-15,48,1,"RT @Ascenderpgh: Now that the search for Amazon HQ2 has concluded, find out what our coworking and incubatee companies think about it @rhab",1063158131147051009,255597139,,,True
1228,2018-11-15,251,7,RT @PittsburghPG: Read the Pittsburgh regions bid for #AmazonHQ2 here. https://t.co/0S7BudBMUf,1063156504403021825,171800028,Pittsburgh,,True
1229,2018-11-15,287,7,RT @PittsburghPG: Read the Pittsburgh regions bid for #AmazonHQ2 here. https://t.co/0S7BudBMUf,1063152500579225602,967986108196904961,Pittsburgh,,True
1230,2018-11-15,56752,7,RT @PittsburghPG: Read the Pittsburgh regions bid for #AmazonHQ2 here. https://t.co/0S7BudBMUf,1063150970157314048,298942872,Pittsburgh,,True
1231,2018-11-15,1272,7,RT @PittsburghPG: Read the Pittsburgh regions bid for #AmazonHQ2 here. https://t.co/0S7BudBMUf,1063129682823077889,171179787,Pittsburgh,,True
1232,2018-11-15,15336,0,See the details of the bid #Pittsburgh officials kept secret while #Amazon decided what city would be home to their https://t.co/xroonBcGYN,1063129215548170240,22013225,Pittsburgh,,False
1233,2018-11-15,322,7,RT @PittsburghPG: Read the Pittsburgh regions bid for #AmazonHQ2 here. https://t.co/0S7BudBMUf,1063105474399223809,1286448007,Pittsburgh,,True
1234,2018-11-15,158045,7,Read the Pittsburgh regions bid for #AmazonHQ2 here. https://t.co/0S7BudBMUf,1063103556130086917,21780652,Pittsburgh,,False
1236,2018-11-15,169,1,"RT @CbCeditorial: Latest from @DennisDraughon -- ""Amazon to Raleigh: You're not 'prime' time"" https://t.co/hG8whMSPY1 #AmazonHQ2 #ncpol htt",1063185898135805952,835552417697644548,Raleigh,,True
1237,2018-11-15,1064,0,"""Wake County was prepared to offer Amazon an incentive package that could have been worth up to $277 million if it https://t.co/wHEGznQiFM",1063149873636302849,82693922,,,False
